메뉴명,구분,가격(원),제철(월),1회제공량(g),HOT여부(Y/N),Kcal,탄수화물(g),단백질(g),지방(g),중복방지태그,알러지번호
느타리버섯볶음,side2,540,,50,N,64,8,3,2,s956,
표고버섯볶음,side2,540,,50,N,54,8,3,2,s957,
팽이버섯볶음,side2,530,,50,N,65,8,3,2,s958,
감자채볶음,side2,510,,50,N,65,8,3,2,s959,
감자조림,side2,480,,50,N,65,8,3,2,s960,
당근볶음,side2,450,,50,N,55,8,3,2,s961,
양파볶음,side2,480,,50,N,64,8,3,2,s962,
마늘쫑볶음,side2,490,,50,N,64,8,3,2,s963,
마늘쫑무침,side2,520,,50,N,58,8,3,2,s964,
우엉조림,side2,490,,50,N,62,8,3,2,s965,
연근조림,side2,490,,50,N,61,8,3,2,s966,
도토리묵무침,side2,510,,50,N,62,8,3,2,s967,
청포묵무침,side2,480,,50,N,62,8,3,2,s968,
오이무침,side2,500,,50,N,62,8,3,2,s969,
오이도라지무침,side2,450,,50,N,59,8,3,2,s970,
미역줄기볶음,side2,520,,50,N,57,8,3,2,s971,
파래무침,side2,490,,50,N,59,8,3,2,s972,
미역초무침,side2,530,,50,N,61,8,3,2,s973,
무생채,side2,470,,50,N,65,8,3,2,s974,
무나물,side2,510,,50,N,58,8,3,2,s975,
더덕구이,side2,470,,50,N,61,8,3,2,s976,
더덕무침,side2,510,,50,N,59,8,3,2,s977,
도라지구이,side2,450,,50,N,61,8,3,2,s978,
브로콜리숙회,side2,450,,50,N,61,8,3,2,s979,
양배추찜,side2,540,,50,N,56,8,3,2,s980,
호박잎찜,side2,450,,50,N,62,8,3,2,s981,
깻잎찜,side2,460,,50,N,56,8,3,2,s982,
깻잎순볶음,side2,470,,50,N,55,8,3,2,s983,
계란말이,side2,860,,80,N,155,5,10,8,s984,
야채계란말이,side2,800,,80,N,143,5,10,8,s985,
치즈계란말이,side2,860,,80,N,136,5,10,8,s986,
명란계란말이,side2,760,,80,N,145,5,10,8,s987,
계란찜,side2,810,,80,N,162,5,10,8,s988,
뚝배기계란찜,side2,770,,80,N,151,5,10,8,s989,
푸딩계란찜,side2,780,,80,N,146,5,10,8,s990,
계란후라이,side2,860,,80,N,160,5,10,8,s991,
스크램블에그,side2,830,,80,N,150,5,10,8,s992,
메추리알장조림,side2,860,,80,N,144,5,10,8,s993,
소고기장조림,side2,810,,80,N,136,5,10,8,s994,
돼지고기장조림,side2,760,,80,N,144,5,10,8,s995,
두부구이,side2,750,,80,N,144,5,10,8,s996,
두부조림,side2,730,,80,N,153,5,10,8,s997,
두부김치,side2,730,,80,N,160,5,10,8,s998,
마파두부,side2,770,,80,N,160,5,10,8,s999,
연두부,side2,820,,80,N,158,5,10,8,s1000,
연두부샐러드,side2,740,,80,N,140,5,10,8,s1001,
순두부양념장,side2,750,,80,N,154,5,10,8,s1002,
건두부무침,side2,750,,80,N,150,5,10,8,s1003,
어묵볶음,side2,850,,80,N,149,5,10,8,s1004,
간장어묵볶음,side2,870,,80,N,146,5,10,8,s1005,
매운어묵볶음,side2,760,,80,N,143,5,10,8,s1006,
어묵조림,side2,730,,80,N,149,5,10,8,s1007,
비엔나소시지볶음,side2,810,,80,N,155,5,10,8,s1008,
소시지야채볶음,side2,870,,80,N,151,5,10,8,s1009,
햄구이,side2,860,,80,N,160,5,10,8,s1010,
스팸구이,side2,740,,80,N,144,5,10,8,s1011,
동그랑땡,side2,770,,80,N,135,5,10,8,s1012,
너비아니,side2,850,,80,N,155,5,10,8,s1013,
떡갈비,side2,800,,80,N,139,5,10,8,s1014,
미트볼조림,side2,850,,80,N,144,5,10,8,s1015,
장어강정,side2,770,,80,N,142,5,10,8,s1016,
치킨너겟,side2,740,,80,N,145,5,10,8,s1017,
용가리치킨,side2,720,,80,N,142,5,10,8,s1018,
팝콘치킨,side2,780,,80,N,138,5,10,8,s1019,
탕수만두,side2,870,,80,N,141,5,10,8,s1020,
군만두,side2,760,,80,N,157,5,10,8,s1021,
물만두,side2,780,,80,N,163,5,10,8,s1022,
찐만두,side2,860,,80,N,138,5,10,8,s1023,
타코야끼,side2,780,,80,N,155,5,10,8,s1024,
멸치볶음,side2,630,,30,N,105,10,5,3,s1025,
잔멸치볶음,side2,720,,30,N,93,10,5,3,s1026,
호두멸치볶음,side2,650,,30,N,94,10,5,3,s1027,
아몬드멸치볶음,side2,730,,30,N,96,10,5,3,s1028,
꽈리고추멸치볶음,side2,750,,30,N,101,10,5,3,s1029,
진미채볶음,side2,700,,30,N,105,10,5,3,s1030,
진미채무침,side2,660,,30,N,95,10,5,3,s1031,
오징어채볶음,side2,720,,30,N,109,10,5,3,s1032,
쥐포볶음,side2,750,,30,N,108,10,5,3,s1033,
뱅어포구이,side2,720,,30,N,97,10,5,3,s1034,
새우볶음,side2,660,,30,N,99,10,5,3,s1035,
건새우볶음,side2,720,,30,N,105,10,5,3,s1036,
마늘쫑건새우볶음,side2,700,,30,N,90,10,5,3,s1037,
땅콩조림,side2,750,,30,N,92,10,5,3,s1038,
검은콩조림,side2,760,,30,N,105,10,5,3,s1039,
김가루무침,side2,700,,30,N,90,10,5,3,s1040,
김자반,side2,740,,30,N,107,10,5,3,s1041,
조미김,side2,700,,30,N,108,10,5,3,s1042,
파래김,side2,630,,30,N,102,10,5,3,s1043,
돌김,side2,700,,30,N,92,10,5,3,s1044,
감태,side2,690,,30,N,103,10,5,3,s1045,
야채샐러드,side2,1050,,100,N,125,15,2,8,s1046,
그린샐러드,side2,1030,,100,N,119,15,2,8,s1047,
양상추샐러드,side2,950,,100,N,112,15,2,8,s1048,
케이준치킨샐러드,side2,910,,100,N,128,15,2,8,s1049,
리코타치즈샐러드,side2,950,,100,N,131,15,2,8,s1050,
단호박샐러드,side2,980,,100,N,115,15,2,8,s1051,
고구마샐러드,side2,1020,,100,N,121,15,2,8,s1052,
감자샐러드,side2,950,,100,N,130,15,2,8,s1053,
마카로니샐러드,side2,920,,100,N,109,15,2,8,s1054,
콘샐러드,side2,1000,,100,N,124,15,2,8,s1055,
게살샐러드,side2,1080,,100,N,130,15,2,8,s1056,
연어샐러드,side2,970,,100,N,124,15,2,8,s1057,
토마토카프레제,side2,1040,,100,N,112,15,2,8,s1058,
과일샐러드,side2,900,,100,N,125,15,2,8,s1059,
사과샐러드,side2,990,,100,N,114,15,2,8,s1060,
오리엔탈샐러드,side2,930,,100,N,130,15,2,8,s1061,
흑임자샐러드,side2,1020,,100,N,127,15,2,8,s1062,
요거트샐러드,side2,1020,,100,N,120,15,2,8,s1063,
발사믹샐러드,side2,940,,100,N,109,15,2,8,s1064,
포케,side2,990,,100,N,130,15,2,8,s1065,
연어포케,side2,930,,100,N,114,15,2,8,s1066,
참치포케,side2,1040,,100,N,130,15,2,8,s1067,
닭가슴살포케,side2,910,,100,N,127,15,2,8,s1068,
두부포케,side2,1090,,100,N,130,15,2,8,s1069,
콥샐러드,side2,1030,,100,N,114,15,2,8,s1070,
부라타치즈샐러드,side2,1080,,100,N,124,15,2,8,s1071,
배추김치,kimchi,270,,40,N,27,5,1,0,k1072,
포기김치,kimchi,320,,40,N,26,5,1,0,k1073,
겉절이,kimchi,290,,40,N,23,5,1,0,k1074,
묵은지,kimchi,280,,40,N,24,5,1,0,k1075,
볶음김치,kimchi,310,,40,N,24,5,1,0,k1076,
백김치,kimchi,320,,40,N,25,5,1,0,k1077,
동치미,kimchi,300,,40,N,23,5,1,0,k1078,
나박김치,kimchi,270,,40,N,27,5,1,0,k1079,
물김치,kimchi,280,,40,N,22,5,1,0,k1080,
깍두기,kimchi,310,,40,N,23,5,1,0,k1081,
섞박지,kimchi,300,,40,N,24,5,1,0,k1082,
총각김치,kimchi,300,,40,N,27,5,1,0,k1083,
알타리김치,kimchi,290,,40,N,27,5,1,0,k1084,
열무김치,kimchi,300,,40,N,26,5,1,0,k1085,
열무물김치,kimchi,270,,40,N,25,5,1,0,k1086,
파김치,kimchi,310,,40,N,24,5,1,0,k1087,
갓김치,kimchi,270,,40,N,22,5,1,0,k1088,
부추김치,kimchi,310,,40,N,24,5,1,0,k1089,
오이소박이,kimchi,310,,40,N,24,5,1,0,k1090,
오이깍두기,kimchi,320,,40,N,25,5,1,0,k1091,
무말랭이무침,kimchi,320,,40,N,24,5,1,0,k1092,
깻잎장아찌,kimchi,310,,40,N,23,5,1,0,k1093,
마늘장아찌,kimchi,310,,40,N,25,5,1,0,k1094,
마늘쫑장아찌,kimchi,320,,40,N,25,5,1,0,k1095,
양파장아찌,kimchi,300,,40,N,27,5,1,0,k1096,
고추장아찌,kimchi,320,,40,N,25,5,1,0,k1097,
매실장아찌,kimchi,290,,40,N,25,5,1,0,k1098,
명이나물,kimchi,290,,40,N,26,5,1,0,k1099,
단무지,kimchi,300,,40,N,23,5,1,0,k1100,
치킨무,kimchi,280,,40,N,23,5,1,0,k1101,
피클,kimchi,300,,40,N,25,5,1,0,k1102,
할라피뇨,kimchi,280,,40,N,23,5,1,0,k1103,
락교,kimchi,320,,40,N,23,5,1,0,k1104,
초생강,kimchi,320,,40,N,26,5,1,0,k1105,
배추김치,kimchi,300,,40,N,26,5,1,0,k1106,
포기김치,kimchi,280,,40,N,26,5,1,0,k1107,
겉절이,kimchi,320,,40,N,24,5,1,0,k1108,
묵은지,kimchi,290,,40,N,23,5,1,0,k1109,
볶음김치,kimchi,310,,40,N,25,5,1,0,k1110,
백김치,kimchi,310,,40,N,26,5,1,0,k1111,
동치미,kimchi,290,,40,N,23,5,1,0,k1112,
나박김치,kimchi,310,,40,N,24,5,1,0,k1113,
물김치,kimchi,280,,40,N,25,5,1,0,k1114,
깍두기,kimchi,280,,40,N,24,5,1,0,k1115,
섞박지,kimchi,270,,40,N,24,5,1,0,k1116,
총각김치,kimchi,270,,40,N,24,5,1,0,k1117,
알타리김치,kimchi,280,,40,N,25,5,1,0,k1118,
열무김치,kimchi,320,,40,N,25,5,1,0,k1119,
열무물김치,kimchi,290,,40,N,23,5,1,0,k1120,
파김치,kimchi,270,,40,N,23,5,1,0,k1121,
갓김치,kimchi,320,,40,N,26,5,1,0,k1122,
부추김치,kimchi,310,,40,N,27,5,1,0,k1123,
오이소박이,kimchi,280,,40,N,26,5,1,0,k1124,
오이깍두기,kimchi,300,,40,N,24,5,1,0,k1125,
무말랭이무침,kimchi,300,,40,N,22,5,1,0,k1126,
깻잎장아찌,kimchi,320,,40,N,24,5,1,0,k1127,
마늘장아찌,kimchi,280,,40,N,24,5,1,0,k1128,
마늘쫑장아찌,kimchi,310,,40,N,25,5,1,0,k1129,
양파장아찌,kimchi,310,,40,N,26,5,1,0,k1130,
고추장아찌,kimchi,300,,40,N,26,5,1,0,k1131,
매실장아찌,kimchi,310,,40,N,23,5,1,0,k1132,
명이나물,kimchi,270,,40,N,23,5,1,0,k1133,
단무지,kimchi,320,,40,N,25,5,1,0,k1134,
치킨무,kimchi,280,,40,N,26,5,1,0,k1135,
피클,kimchi,320,,40,N,25,5,1,0,k1136,
할라피뇨,kimchi,280,,40,N,23,5,1,0,k1137,
락교,kimchi,270,,40,N,26,5,1,0,k1138,
초생강,kimchi,300,,40,N,27,5,1,0,k1139,
배추김치,kimchi,320,,40,N,26,5,1,0,k1140,
포기김치,kimchi,270,,40,N,22,5,1,0,k1141,
겉절이,kimchi,270,,40,N,24,5,1,0,k1142,
묵은지,kimchi,270,,40,N,26,5,1,0,k1143,
볶음김치,kimchi,290,,40,N,26,5,1,0,k1144,
백김치,kimchi,270,,40,N,26,5,1,0,k1145,
동치미,kimchi,320,,40,N,23,5,1,0,k1146,
나박김치,kimchi,270,,40,N,25,5,1,0,k1147,
물김치,kimchi,320,,40,N,25,5,1,0,k1148,
깍두기,kimchi,280,,40,N,24,5,1,0,k1149,
섞박지,kimchi,300,,40,N,25,5,1,0,k1150,
총각김치,kimchi,270,,40,N,26,5,1,0,k1151,
알타리김치,kimchi,320,,40,N,25,5,1,0,k1152,
열무김치,kimchi,300,,40,N,23,5,1,0,k1153,
열무물김치,kimchi,300,,40,N,26,5,1,0,k1154,
파김치,kimchi,270,,40,N,26,5,1,0,k1155,
갓김치,kimchi,310,,40,N,25,5,1,0,k1156,
부추김치,kimchi,310,,40,N,22,5,1,0,k1157,
오이소박이,kimchi,300,,40,N,24,5,1,0,k1158,
오이깍두기,kimchi,270,,40,N,22,5,1,0,k1159,
무말랭이무침,kimchi,270,,40,N,22,5,1,0,k1160,
깻잎장아찌,kimchi,300,,40,N,26,5,1,0,k1161,
마늘장아찌,kimchi,300,,40,N,26,5,1,0,k1162,
마늘쫑장아찌,kimchi,280,,40,N,26,5,1,0,k1163,
양파장아찌,kimchi,310,,40,N,23,5,1,0,k1164,
고추장아찌,kimchi,300,,40,N,22,5,1,0,k1165,
매실장아찌,kimchi,270,,40,N,24,5,1,0,k1166,
명이나물,kimchi,290,,40,N,25,5,1,0,k1167,
단무지,kimchi,270,,40,N,25,5,1,0,k1168,
치킨무,kimchi,270,,40,N,23,5,1,0,k1169,
피클,kimchi,280,,40,N,24,5,1,0,k1170,
할라피뇨,kimchi,280,,40,N,23,5,1,0,k1171,
락교,kimchi,280,,40,N,25,5,1,0,k1172,
초생강,kimchi,310,,40,N,22,5,1,0,k1173,
사과,dessert,840,,100,N,157,30,2,5,d1174,
배,dessert,770,,100,N,149,30,2,5,d1175,
포도,dessert,820,,100,N,152,30,2,5,d1176,
귤,dessert,740,,100,N,156,30,2,5,d1177,
오렌지,dessert,750,,100,N,143,30,2,5,d1178,
바나나,dessert,870,,100,N,150,30,2,5,d1179,
수박,dessert,870,,100,N,150,30,2,5,d1180,
참외,dessert,850,,100,N,161,30,2,5,d1181,
복숭아,dessert,720,,100,N,156,30,2,5,d1182,
자두,dessert,830,,100,N,141,30,2,5,d1183,
딸기,dessert,830,,100,N,138,30,2,5,d1184,
토마토,dessert,720,,100,N,140,30,2,5,d1185,
방울토마토,dessert,740,,100,N,158,30,2,5,d1186,
파인애플,dessert,730,,100,N,152,30,2,5,d1187,
키위,dessert,790,,100,N,156,30,2,5,d1188,
망고,dessert,870,,100,N,164,30,2,5,d1189,
메론,dessert,860,,100,N,145,30,2,5,d1190,
블루베리,dessert,870,,100,N,135,30,2,5,d1191,
감,dessert,750,,100,N,150,30,2,5,d1192,
단감,dessert,870,,100,N,149,30,2,5,d1193,
홍시,dessert,830,,100,N,144,30,2,5,d1194,
곶감,dessert,780,,100,N,159,30,2,5,d1195,
요구르트,dessert,870,,100,N,141,30,2,5,d1196,
마시는요구르트,dessert,840,,100,N,160,30,2,5,d1197,
떠먹는요구르트,dessert,750,,100,N,153,30,2,5,d1198,
플레인요거트,dessert,820,,100,N,142,30,2,5,d1199,
딸기요거트,dessert,730,,100,N,148,30,2,5,d1200,
블루베리요거트,dessert,740,,100,N,142,30,2,5,d1201,
우유,dessert,810,,100,N,158,30,2,5,d1202,
초코우유,dessert,870,,100,N,159,30,2,5,d1203,
딸기우유,dessert,740,,100,N,161,30,2,5,d1204,
바나나우유,dessert,800,,100,N,153,30,2,5,d1205,
커피우유,dessert,790,,100,N,164,30,2,5,d1206,
두유,dessert,840,,100,N,153,30,2,5,d1207,
검은콩두유,dessert,830,,100,N,135,30,2,5,d1208,
주스,dessert,810,,100,N,142,30,2,5,d1209,
오렌지주스,dessert,760,,100,N,157,30,2,5,d1210,
포도주스,dessert,770,,100,N,163,30,2,5,d1211,
사과주스,dessert,840,,100,N,146,30,2,5,d1212,
토마토주스,dessert,870,,100,N,157,30,2,5,d1213,
망고주스,dessert,810,,100,N,160,30,2,5,d1214,
알로에주스,dessert,760,,100,N,148,30,2,5,d1215,
매실차,dessert,810,,100,N,135,30,2,5,d1216,
오미자차,dessert,720,,100,N,163,30,2,5,d1217,
유자차,dessert,810,,100,N,139,30,2,5,d1218,
생강차,dessert,800,,100,N,155,30,2,5,d1219,
모과차,dessert,760,,100,N,154,30,2,5,d1220,
레몬차,dessert,860,,100,N,162,30,2,5,d1221,
자몽차,dessert,780,,100,N,142,30,2,5,d1222,
녹차,dessert,850,,100,N,137,30,2,5,d1223,
홍차,dessert,760,,100,N,147,30,2,5,d1224,
둥굴레차,dessert,830,,100,N,147,30,2,5,d1225,
보리차,dessert,790,,100,N,150,30,2,5,d1226,
결명자차,dessert,830,,100,N,155,30,2,5,d1227,
옥수수수염차,dessert,790,,100,N,146,30,2,5,d1228,
루이보스차,dessert,730,,100,N,143,30,2,5,d1229,
캐모마일차,dessert,760,,100,N,160,30,2,5,d1230,
페퍼민트차,dessert,810,,100,N,155,30,2,5,d1231,
식혜,dessert,720,,100,N,164,30,2,5,d1232,
수정과,dessert,800,,100,N,150,30,2,5,d1233,
미숫가루,dessert,850,,100,N,147,30,2,5,d1234,
화채,dessert,830,,100,N,157,30,2,5,d1235,
수박화채,dessert,810,,100,N,135,30,2,5,d1236,
과일화채,dessert,780,,100,N,142,30,2,5,d1237,
아이스크림,dessert,750,,100,N,155,30,2,5,d1238,
바닐라아이스크림,dessert,860,,100,N,157,30,2,5,d1239,
초코아이스크림,dessert,720,,100,N,146,30,2,5,d1240,
딸기아이스크림,dessert,730,,100,N,144,30,2,5,d1241,
녹차아이스크림,dessert,740,,100,N,138,30,2,5,d1242,
팥빙수,dessert,720,,100,N,155,30,2,5,d1243,
과일빙수,dessert,830,,100,N,155,30,2,5,d1244,
케이크,dessert,780,,100,N,149,30,2,5,d1245,
조각케이크,dessert,830,,100,N,138,30,2,5,d1246,
치즈케이크,dessert,770,,100,N,155,30,2,5,d1247,
초코케이크,dessert,800,,100,N,139,30,2,5,d1248,
고구마케이크,dessert,860,,100,N,151,30,2,5,d1249,
생크림케이크,dessert,720,,100,N,156,30,2,5,d1250,
롤케이크,dessert,810,,100,N,156,30,2,5,d1251,
카스텔라,dessert,870,,100,N,137,30,2,5,d1252,
마카롱,dessert,800,,100,N,138,30,2,5,d1253,
쿠키,dessert,720,,100,N,158,30,2,5,d1254,
초코칩쿠키,dessert,790,,100,N,154,30,2,5,d1255,
버터쿠키,dessert,800,,100,N,164,30,2,5,d1256,
브라우니,dessert,730,,100,N,147,30,2,5,d1257,
마들렌,dessert,850,,100,N,145,30,2,5,d1258,
휘낭시에,dessert,780,,100,N,139,30,2,5,d1259,
에그타르트,dessert,800,,100,N,158,30,2,5,d1260,
와플,dessert,720,,100,N,147,30,2,5,d1261,
팬케이크,dessert,830,,100,N,146,30,2,5,d1262,
도넛,dessert,840,,100,N,153,30,2,5,d1263,
츄러스,dessert,760,,100,N,152,30,2,5,d1264,
호떡,dessert,760,,100,N,141,30,2,5,d1265,
붕어빵,dessert,720,,100,N,148,30,2,5,d1266,
국화빵,dessert,820,,100,N,160,30,2,5,d1267,
계란빵,dessert,770,,100,N,162,30,2,5,d1268,
호두과자,dessert,800,,100,N,155,30,2,5,d1269,
떡,dessert,790,,100,N,154,30,2,5,d1270,
꿀떡,dessert,840,,100,N,150,30,2,5,d1271,
바람떡,dessert,800,,100,N,159,30,2,5,d1272,
인절미,dessert,740,,100,N,150,30,2,5,d1273,
절편,dessert,840,,100,N,151,30,2,5,d1274,
가래떡,dessert,740,,100,N,153,30,2,5,d1275,
송편,dessert,810,,100,N,138,30,2,5,d1276,
시루떡,dessert,810,,100,N,160,30,2,5,d1277,
백설기,dessert,870,,100,N,163,30,2,5,d1278,
약식,dessert,760,,100,N,140,30,2,5,d1279,
두쫀쿠,dessert,830,,100,N,147,30,2,5,d1280,
탕후루,dessert,740,,100,N,137,30,2,5,d1281,
요아정,dessert,780,,100,N,142,30,2,5,d1282,
사과,dessert,840,,100,N,143,30,2,5,d1283,
배,dessert,850,,100,N,143,30,2,5,d1284,
포도,dessert,830,,100,N,142,30,2,5,d1285,
귤,dessert,830,,100,N,164,30,2,5,d1286,
오렌지,dessert,790,,100,N,153,30,2,5,d1287,
바나나,dessert,810,,100,N,161,30,2,5,d1288,
수박,dessert,860,,100,N,164,30,2,5,d1289,
참외,dessert,850,,100,N,142,30,2,5,d1290,
복숭아,dessert,830,,100,N,143,30,2,5,d1291,
자두,dessert,790,,100,N,141,30,2,5,d1292,
딸기,dessert,740,,100,N,139,30,2,5,d1293,
토마토,dessert,840,,100,N,160,30,2,5,d1294,
방울토마토,dessert,800,,100,N,156,30,2,5,d1295,
파인애플,dessert,800,,100,N,138,30,2,5,d1296,
키위,dessert,770,,100,N,141,30,2,5,d1297,
망고,dessert,840,,100,N,156,30,2,5,d1298,
메론,dessert,820,,100,N,141,30,2,5,d1299,
블루베리,dessert,830,,100,N,156,30,2,5,d1300,
감,dessert,720,,100,N,136,30,2,5,d1301,
단감,dessert,750,,100,N,161,30,2,5,d1302,
홍시,dessert,740,,100,N,135,30,2,5,d1303,
곶감,dessert,830,,100,N,160,30,2,5,d1304,
요구르트,dessert,810,,100,N,136,30,2,5,d1305,
마시는요구르트,dessert,720,,100,N,164,30,2,5,d1306,
떠먹는요구르트,dessert,770,,100,N,156,30,2,5,d1307,
플레인요거트,dessert,740,,100,N,154,30,2,5,d1308,
딸기요거트,dessert,720,,100,N,151,30,2,5,d1309,
블루베리요거트,dessert,730,,100,N,151,30,2,5,d1310,
우유,dessert,840,,100,N,163,30,2,5,d1311,
초코우유,dessert,840,,100,N,139,30,2,5,d1312,
딸기우유,dessert,720,,100,N,135,30,2,5,d1313,
바나나우유,dessert,790,,100,N,150,30,2,5,d1314,
커피우유,dessert,790,,100,N,160,30,2,5,d1315,
두유,dessert,770,,100,N,147,30,2,5,d1316,
검은콩두유,dessert,750,,100,N,152,30,2,5,d1317,
주스,dessert,820,,100,N,162,30,2,5,d1318,
오렌지주스,dessert,850,,100,N,143,30,2,5,d1319,
포도주스,dessert,730,,100,N,159,30,2,5,d1320,
사과주스,dessert,840,,100,N,146,30,2,5,d1321,
토마토주스,dessert,810,,100,N,135,30,2,5,d1322,
망고주스,dessert,770,,100,N,164,30,2,5,d1323,
알로에주스,dessert,770,,100,N,163,30,2,5,d1324,
매실차,dessert,770,,100,N,161,30,2,5,d1325,
오미자차,dessert,740,,100,N,153,30,2,5,d1326,
유자차,dessert,830,,100,N,148,30,2,5,d1327,
생강차,dessert,870,,100,N,164,30,2,5,d1328,
모과차,dessert,780,,100,N,138,30,2,5,d1329,
레몬차,dessert,720,,100,N,138,30,2,5,d1330,
자몽차,dessert,750,,100,N,164,30,2,5,d1331,
녹차,dessert,780,,100,N,162,30,2,5,d1332,
홍차,dessert,730,,100,N,164,30,2,5,d1333,
둥굴레차,dessert,740,,100,N,152,30,2,5,d1334,
보리차,dessert,810,,100,N,140,30,2,5,d1335,
결명자차,dessert,790,,100,N,149,30,2,5,d1336,
옥수수수염차,dessert,870,,100,N,135,30,2,5,d1337,
루이보스차,dessert,850,,100,N,152,30,2,5,d1338,
캐모마일차,dessert,800,,100,N,138,30,2,5,d1339,
페퍼민트차,dessert,820,,100,N,153,30,2,5,d1340,
식혜,dessert,760,,100,N,144,30,2,5,d1341,
수정과,dessert,850,,100,N,149,30,2,5,d1342,
미숫가루,dessert,760,,100,N,136,30,2,5,d1343,
화채,dessert,720,,100,N,142,30,2,5,d1344,
수박화채,dessert,850,,100,N,138,30,2,5,d1345,
과일화채,dessert,840,,100,N,140,30,2,5,d1346,
아이스크림,dessert,850,,100,N,163,30,2,5,d1347,
바닐라아이스크림,dessert,770,,100,N,149,30,2,5,d1348,
초코아이스크림,dessert,800,,100,N,159,30,2,5,d1349,
딸기아이스크림,dessert,780,,100,N,160,30,2,5,d1350,
녹차아이스크림,dessert,810,,100,N,142,30,2,5,d1351,
팥빙수,dessert,770,,100,N,137,30,2,5,d1352,
과일빙수,dessert,780,,100,N,158,30,2,5,d1353,
케이크,dessert,820,,100,N,154,30,2,5,d1354,
조각케이크,dessert,820,,100,N,156,30,2,5,d1355,
치즈케이크,dessert,850,,100,N,161,30,2,5,d1356,
초코케이크,dessert,780,,100,N,153,30,2,5,d1357,
고구마케이크,dessert,850,,100,N,142,30,2,5,d1358,
생크림케이크,dessert,720,,100,N,164,30,2,5,d1359,
롤케이크,dessert,810,,100,N,144,30,2,5,d1360,
카스텔라,dessert,770,,100,N,161,30,2,5,d1361,
마카롱,dessert,730,,100,N,164,30,2,5,d1362,
쿠키,dessert,850,,100,N,147,30,2,5,d1363,
초코칩쿠키,dessert,830,,100,N,156,30,2,5,d1364,
버터쿠키,dessert,860,,100,N,142,30,2,5,d1365,
브라우니,dessert,770,,100,N,152,30,2,5,d1366,
마들렌,dessert,800,,100,N,158,30,2,5,d1367,
휘낭시에,dessert,750,,100,N,137,30,2,5,d1368,
에그타르트,dessert,790,,100,N,152,30,2,5,d1369,
와플,dessert,830,,100,N,152,30,2,5,d1370,
팬케이크,dessert,810,,100,N,137,30,2,5,d1371,
도넛,dessert,800,,100,N,137,30,2,5,d1372,
츄러스,dessert,770,,100,N,155,30,2,5,d1373,
호떡,dessert,740,,100,N,146,30,2,5,d1374,
붕어빵,dessert,840,,100,N,138,30,2,5,d1375,
국화빵,dessert,820,,100,N,138,30,2,5,d1376,
계란빵,dessert,870,,100,N,161,30,2,5,d1377,
호두과자,dessert,830,,100,N,160,30,2,5,d1378,
떡,dessert,860,,100,N,156,30,2,5,d1379,
꿀떡,dessert,770,,100,N,148,30,2,5,d1380,
바람떡,dessert,850,,100,N,138,30,2,5,d1381,
인절미,dessert,870,,100,N,149,30,2,5,d1382,
절편,dessert,870,,100,N,150,30,2,5,d1383,
가래떡,dessert,760,,100,N,164,30,2,5,d1384,
송편,dessert,870,,100,N,163,30,2,5,d1385,
시루떡,dessert,740,,100,N,136,30,2,5,d1386,
백설기,dessert,810,,100,N,145,30,2,5,d1387,
약식,dessert,800,,100,N,150,30,2,5,d1388,
두쫀쿠,dessert,870,,100,N,143,30,2,5,d1389,
탕후루,dessert,730,,100,N,139,30,2,5,d1390,
요아정,dessert,870,,100,N,142,30,2,5,d1391,
마라로제찜닭,main1,3500,,250,N,450,25,35,20,m_trend_1,
